CATEGORY,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Demographics,Demographics,Demographics,Demographics,Development,Development,Development,Development,Economy,Economy,Economy,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Index Coverage Indicators,Index Coverage Indicators,Index Coverage Indicators,Index Coverage Indicators,Index Coverage Indicators,Index Coverage Indicators,Poverty,Poverty,Poverty,Poverty,Poverty,Poverty,Poverty,Poverty,Poverty
YEAR,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2010,2010,2010,2010,2010,2010,2010,2010,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2010,2010,2010,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010
INDICATOR,Total coverage,Credit life coverage,Life coverage (excluding credit life),Life and accident coverage (excluding credit life),Health coverage,Accident coverage,Property coverage,Agriculture coverage,Total coverage ratio,Credit life coverage ratio,Life coverage ratio (excluding credit life),Life and accident coverage ratio (excluding credit life),Health coverage ratio,Accident coverage ratio,Property coverage ratio,Agriculture coverage ratio,Total coverage,Credit life coverage,Life coverage (excluding credit life),Life and accident coverage (excluding credit life),Health coverage,Accident coverage,Property coverage,Agriculture coverage,Total coverage ratio,Credit life coverage ratio,Life coverage ratio (excluding credit life),Life and accident coverage ratio (excluding credit life),Health coverage ratio,Accident coverage ratio,Property coverage ratio,Agriculture coverage ratio,Total coverage,Credit life coverage,Life coverage (excluding credit life),Life and accident coverage (excluding credit life),Health coverage,Accident coverage,Property coverage,Agriculture coverage,Total coverage ratio,Credit life coverage ratio,Life coverage ratio (excluding credit life),Life and accident coverage ratio (excluding credit life),Health coverage ratio,Accident coverage ratio,Property coverage ratio,Agriculture coverage ratio,Population,Urban Population,Population ages 15-64,Population Density,Human Development Index,"Literacy rate, total population ages 15 and above","Literacy rate, female","Literacy rate, male",GDP,GDP per capita,GDP Growth (5 year average),Remittances received,Number of MFIs,Number of active MFI borrowers,MFI Gross Loan Portfolio,Commercial deposit accounts,Coop and credit union deposit accounts,State Financial Institution deposit accounts,MFI deposit accounts,Remittances received,Number of MFIs,Number of active MFI borrowers,MFI Gross Loan Portfolio,Commercial deposit accounts,Coop and credit union deposit accounts,State Financial Institution deposit accounts,MFI deposit accounts,Public Expenditures on health,Per Capita total expenditure on health,Private expenditures on health,Out of pocket expenditures on health,External Resources for health,Under 5 mortality rate,Maternal mortality rates,Avgerage life expectancy,"Avgerage life expectancy, male","Avgerage life expectancy, female", Physician Density,"Impact of natural disasters, number of deaths","Impact of natural disasters, population affected",Permanent cropland,"Impact of natural disasters, number of deaths","Impact of natural disasters, population affected",Permanent cropland,Income share held by poorest 20% of the population,Poverty headcount ratio at 2 USD a day,Poverty headcount ratio at rural poverty line,Poverty headcount ratio at urban poverty line,Poverty headcount ratio at national poverty line,GINI Index,"Avgerage life expectancy, male","Avgerage life expectancy, female", Physician Density
CHL,496000,0,42000,290000,120000,290000,86000,0,2.898264828,0,0.245417586,1.69455,0.701193103,1.69455,0.502521724,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17113688,89,68.78581742,22.34,0.802,98.649,95.6,95.8,2.16E+11,12431.03139,3.273761679,936,5,263756,1639740254,,,,,,,,,729.76,73.43,1293.17,,3.7,762,56,65.2,0,9,26,78.76270732,75.5,81.7,1.026,1,3051,,,,0.61463559,0.0426,2.72,12.9,15.5,15.1,52.06,75.5,81.7,1.026
CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,7976751,968827,4190985,6673568,118405,2482583,215951,0,17.23032378,2.092732104,9.05281217,14.41536002,0.25576284,5.362547848,0.466468823,0,,,,,,,,,,,,,,,,,2559000,42000,2517000,2517000,0,0,0,,5.945554888,0.097582378,5.84797251,5.84797251,0,0,0,,46294841,75.1,65.857387,39.27,0.707,93.244,90.7,90.1,2.89E+11,6225.07784,4.580805804,4168,26,2281547,5212101435,,,,,,,,,1267.44,27.34,,,5.1,317,16.1,48.7,0.1,19,85,73.20997561,69.2,76.7,0.147,4,14482,,,,1.423163587,0.03,15.82,50.3,33,37.2,55.91,69.2,76.7,0.147
COM,19428,0,0,0,19428,0,0,0,2.644164682,0,0,0,2.644164682,0,0,0,9000,0,,0,9000,,0,0,1.291185222,0,,0,1.291185222,,0,0,3600,0,0,0,3600,0,0,,0.559898223,0,0,0,0.559898223,0,0,,734750,28.0686,54.66251248,395.0268817,0.431,74.2,49.3,63.6,541097578.7,736.4375815,1.323681533,85,3,11686,31131523,,,,,,,,,,,,,1.9,28,39.6,100,20.3,104,340,60,58,62,0.15,0,381,,,,32.25806452,2.55,64.98,48.7,34.5,44.8,64.3,58,62,0.15
COG,31703,0,31703,31703,31703,0,0,0,0.784165026,0,0.784165026,0.784165026,0.784165026,0,0,0,21146,2599,,18698,18547,,0,0,0.551202592,0.067746881,,0.487391756,0.483455711,,0,0,11000,0,0,0,11000,0,0,,0.31133453,0,0,0,0.31133453,0,0,,4042899,63.6494,55.83409908,11.83865007,0.282,,54.1,80.9,12007880067,2942.843871,5.267536038,423,1,1679,1744403,,,,,,,,,,,,,1.2,81,50.1,100,4.7,199,670,55,53,57,0.095,0,325,,,,0.175695461,4.96,74.4,57.7,,50.1,47.32,53,57,0.095
COK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV,74363,15747,50616,50616,8000,0,0,0,0.376754248,0.079780928,0.256441954,0.256441954,0.040531366,0,0,0,30644,5000,,350,25394,,0,0,0.161394579,0.026333798,,0.001843366,0.133744091,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,19737800,51.2798,55.49804189,62.06855346,0.401,55.3,38.6,60.8,22920506112,1154.144866,2.297728488,282,18,56187,67338385,,,,,,,,,75.4437,,,95.11739,1,61,83.1,91,5.9,119,470,50,49,52,1.44,0,96,,,,13.52201258,5.6,46.34,54.2,29.4,42.7,41.5,49,52,1.44
HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COD,208425,0,40,40,208385,0,0,0,0.315959203,0,6.06E-05,6.06E-05,0.315898565,0,0,0,150335,1000,,500,150335,,0,1500,0.240632634,0.001600643,,0.000800321,0.240632634,,0,0.002400964,304350,0,0,0,304350,0,0,,0.530036979,0,0,0,0.530036979,0,0,,65965795,34.279,51.33896319,29.09763569,0.528,66.8,54.1,80.9,13109525211,199.2717696,5.523441314,636,8,113898,69558092,,,,,,,,,,,,,1.7,13,45.8,85.5,18.8,128,580,49,47,51,0.11,0,2102,,,,0.330826404,5.47,95.15,75.7,61.5,71.3,44.43,47,51,0.11
DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,888716,77.08,61.20393877,38.33977567,0.427,,58.4,78,,1202.919901,4.773798597,,,,,,,,,,,,,,,,,5.5,80,23.5,98.6,33.1,94,300,60,58,62,0.229,6,82450,,,,,,,,,,,58,62,0.229
DMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,253760,49643,123583,229981,64097,223939,28350,0,2.556178304,0.500064469,1.244877772,2.316647393,0.645662676,2.255785046,0.285575563,0,,,,,,,,,,,,,,,,,525,0,525,525,0,0,0,,0.005666935,0,0.005666935,0.005666935,0,0,0,,9927320,70.5,62.93436474,204.57,0.686,88.244,87.2,86.8,51576212063,5214.536979,7.121340879,3131,10,407570,644509950,,,,,,,,,,,,,1.9,261,62.9,66.3,1.6,32,100,72.96197561,69.9,75.4,,9,3480,,,,9.726821192,0.0467,9.88,53,28.6,34.4,47.2,69.9,75.4,
ECU,2637315,1235541,2254000,2385559,1574015,526559,486200,0,18.23271751,8.541744168,15.58272154,16.49223674,10.881738,3.640293821,3.361277379,0,,,,,,,,,,,,,,,,,551422,550000,0,0,1422,0,0,,4.106997541,4.096406468,0,0,0.010591073,0,0,,14464739,66.9,63.69448549,52.92,0.718,84.207,89.7,92.3,57978116000,4008.237964,3.594871066,2673,44,816170,2217140516,,,,,,,,,569.24,372.06,100.88,,2.3,231,54,87.3,1,24,140,75.30219512,72.1,78.1,1.687,1,3769,,,,5.431631503,0.0429,10.59,46.5,22.5,37.8,49.26,72.1,78.1,1.687
EGY,203327,203327,187955,368309,0,180354,0,0,0.250646327,0.250646327,0.231696875,0.454023804,0,0.22232693,0,0,142100,142100,,19000,0,,0,0,0.181427498,0.181427498,,0.024258427,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,81121077,43.5386,63.55575945,81.49186499,0.644,66.4,59.4,83,2.19E+11,2698.365074,6.184139507,3637,,,,,,,,,,,,,,,,2.4,97,57.8,97.7,0.6,21,82,71,69,73,2.83,0,5,,,,0.808679492,9.24,15.43,30,10.6,22,30.77,69,73,2.83
SLV,129377,63513,112114,92592,12279,78071,12103,0,2.089086811,1.025562277,1.810336295,1.495109069,0.198272467,1.260634398,0.195430545,0,,,,,,,,,,,,,,,,,85989,20989,65000,65000,0,0,0,,1.421185278,0.346896205,1.074289073,1.074289073,0,0,0,,6192993,61.3,61.68002866,288.57,0.672,84.103,79.6,82.8,21427900000,3425.597284,1.463820988,3650,13,124753,368721258,,,,,,,,,825,23.35,,0.36,3.6,217,40.4,88.8,3.5,17,110,71.52060976,66.6,76.1,1.596,7,9436,,,,11.1003861,0.0371,16.94,70.5,33.3,51,48.33,66.6,76.1,1.596
GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,700401,39.5122,58.08692441,24.96973262,0.534,93.3,80.5,93.4,14500472162,19997.8376,7.930059852,77,,,,,,,,,,,,,,,,1.7,545,22.8,80.9,2.7,145,280,53,53,54,0.3,,,,,,2.495543672,,,79.9,31.5,76.8,,53,54,0.3
ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,5253676,21.363,55.92645256,52.01659406,0.345,66.6,47.6,69.9,2117008130,402.9574968,-0.649308331,411,,,,,,,,,,,,,,,,1.5,10,55.1,100,60.8,55,280,66,64,68,0.05,0,32492,,,,0.01980198,,,,,,,64,68,0.05
EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,2154049,2138166,0,0,0,0,0,15883,2.596818468,2.577670683,0,0,0,0,0,0.019147785,1008292,1005092,,0,0,,0,3200,1.269147197,1.265119325,,0,0,,0,0.004027872,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,82949541,17.0184,55.81458433,82.949541,0.358,,35.1,50.3,29684016194,358.2540523,10.40162785,591,3,826132,176035296,,,,,,,,,93.59313,,0.0821646,50.35405,2.2,14,48.1,80,40.7,104,470,54,53,56,0.022,2,35049,,,,1.037,9.26,77.63,39.3,35.1,38.9,29.83,53,56,0.022
FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2500,2500,0,0,0,0,0,,0.182384702,0.182384702,0,0,0,0,0,,1505463,86.1478,60.64905642,5.842601001,0.67,87.7,53.3,73.7,13199637410,8642.803705,2.661761113,60,,,,,,,,,,,,,,,,3,264,56.3,100,2.3,69,260,62,60,64,0.29,0,149,,,,0.582139946,6.16,19.59,44.6,29.8,32.7,41.45,60,64,0.29
GMB,8700,0,0,5700,8000,5700,0,0,0.503357452,0,0,0.329785917,0.462857427,0.329785917,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,1728394,57.2084,54.14573367,172.8394,0.418,46.5,32.8,47.8,1050158837,466.6319993,4.659121609,87,,,,,,,,,,,,283.2045,37.00396,,166.8304,2.6,27,51.9,48.4,38,103,400,60,58,61,0.038,1,4106,,,,0.5,4.79,55.93,73.9,32.7,48.4,47.28,58,61,0.038
GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,1706449,523259,1640255,1666317,7734,78796,475852,3073,6.995987959,2.145223012,6.724610129,6.831457411,0.031707347,0.323042685,1.950866895,0.012598484,95110,71210,,65693,700,,43686,0,0.408825999,0.306092939,,0.282378366,0.003008918,,0.18778228,0,114300,109300,5000,5000,0,0,0,,0.528193275,0.505087707,0.023105568,0.023105568,0,0,0,,24391823,51.8684,57.72691455,107.1979564,0.533,66.6,49.8,66.4,32174576820,1283.45845,6.513604859,851,20,300878,224550128,,,,,,,,,332.6091,,,,4.3,55,50,78.8,14,69,350,60,57,64,0.085,1,2925,,,,12.3055287,5.24,51.84,39.2,10.8,28.5,42.76,57,64,0.085
GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,575658,20294,575658,575658,381749,555628,0,0,4.000700817,0.141038989,4.000700817,4.000700817,2.653074457,3.861496571,0,0,,,,,,,,,,,,,,,,,218600,0,218000,218000,0,218000,600,,1.718938058,0,1.714220021,1.714220021,0,1.714220021,0.004718037,,14388929,49.5,54.50264804,126.96,0.573,74.47,63.3,75.4,41340507361,2862.36698,3.659044393,4377,18,363421,196070062,,,,,,,,,1139.58,,,,2.1,184,64.3,89.3,1.8,40,110,70.58463415,66.7,73.8,,14,26888,,,,8.818589026,0.0308,39.56,0,30,60,55.89,66.7,73.8,
GIN,32221,0,0,0,32221,0,0,0,0.322804283,0,0,0,0.322804283,0,0,0,136146,0,,0,136146,,0,0,1.424253932,0,,0,1.424253932,,0,0,14071,0,0,0,14071,0,0,,0.155627727,0,0,0,0.155627727,0,0,,9981590,35.456,53.9532063,40.62180531,0.342,39.5,18.1,42.6,4735882580,451.8909178,2.168676532,286,1,6529,3141691,,,,,,,,,,,,,0.6,21,86.4,99.4,10.1,142,680,52,49,55,0.1,0,3355,,,,2.808074231,6.35,69.59,63,30.5,53,39.35,49,55,0.1
GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,1515224,43.8974,55.56265146,53.88421053,0.351,52.2,27.4,58.1,835390893,579.793913,3.005672341,,,,,,,,,,,,,5.813542,,,,1.6,26,82.3,71.7,52.5,193,1000,49,47,51,0.045,0,12575,,,,8.890469417,,,59.9,,,,47,51,0.045
GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTI,71773,58773,13000,13000,0,0,58773,0,0.718215011,0.588127162,0.130087848,0.130087848,0,0,0.588127162,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,9993247,49.6,60.04647866,350.27,0.499,48.685,51.2,54.8,6634579143,671.4268953,0.854704844,2057,3,65498,55953770,,,,,,,,,,,,,1.2,40,77.9,60.8,34.7,87,300,61.43468293,59.9,62,,66,12565,,,,10.88534107,,0,65.4,0,9.9,,59.9,62,
VAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HND,50693,10233,50693,50693,10233,10233,0,0,0.666967172,0.134635454,0.666967172,0.666967172,0.134635454,0.134635454,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,7600524,48.8,59.45331636,72.65,0.623,83.589,80.2,79.8,15343558028,2026.218134,3.525941262,2862,20,177545,234250336,,,,,,,,,758.02,,31.58,,4.1,121,41.4,83.4,10.4,30,110,72.532,69.7,74.5,,4,13628,,,,3.664313165,0.0202,29.84,25.1,54.3,51.3,56.95,69.7,74.5,
HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,566000,0,0,566000,0,566000,0,0,20.94512082,0,0,20.94512082,0,20.94512082,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,2702300,53.7,63.66534195,260.98,0.726,86.361,91.6,84.1,13872093023,5274.036851,-0.009834374,2025,1,13895,9041762,,,,,,,,,,982.43,,,2.4,256,49.6,71,1.5,31,89,72.59465854,69.6,75,0.85,3,15757,,,,9.233610342,,8.5,23,10.6,46.2,,69.6,75,0.85
JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,1292286,942677,473988,476442,266378,204550,122907,23523,3.189830779,2.326868905,1.16997438,1.176031742,0.657517564,0.504903625,0.303379075,0.0580633,1102317,780725,,112147,483555,,90000,0,2.866480349,2.030208071,,0.291628607,1.257443099,,0.234037243,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,40512682,23.9842,54.90302761,71.18227853,0.505,87,79.7,90.6,32198151217,775.2790328,4.554292883,796,19,1138766,1710089143,,,,,,,,,381.6241,,,7.995184,2,21,63.7,77.2,26.8,84,530,60,58,62,0.14,2,27446,,,,1.142074006,4.84,67.21,69.1,33.7,45.9,47.68,58,62,0.14
KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,2171318,27.5738,58.76079499,71.51903821,0.446,89.7,94.5,74.5,2179350967,982.1203346,4.040225687,355,,,,,,,,,,,,254.4147,,64.95679,,3.6,60,36.7,68.9,19.3,84,530,48,46,50,0.05,0,45203,,,,0.131752306,2.97,62.25,60.5,41.5,56.6,52.5,46,50,0.05
LBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3994122,48.1822,53.75090952,41.46721346,0.325,59.1,41.6,73.3,987900000,246.9132374,6.880559834,163,1,25814,3686059,,,,,,,,,102.0773,,,,2.8,26,67,52.2,47,112,990,56,54,57,0.014,0,924,,,,2.180232558,6.44,94.88,67.7,55.1,63.8,38.16,54,57,0.014
LBY,15,0,0,15,0,15,15,0,0.00023603,0,0,0.00023603,0,0.00023603,0.00023603,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6355112,77.735,64.94694657,3.611803085,0.77,88.9,72,92.4,,9957.490406,5.54,134,,,,,,,,,,,,,,,,1.9,458,29.7,100,0.1,19,64,72,70,75,1.9,,,,,,0.170499108,,,,,,,70,75,1.9
LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
